old_name	name	source	shape	disposition	confidence	reason
HudUiShieldMeterCandidate	HudUiShieldMeterCandidate	src/GameZRecoil/zHud/zhud_ui.h:1781	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudUiObjectiveBar	HudUiObjectiveBar	src/GameZRecoil/zHud/zhud_ui.h:1786	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudUiMgrSensorBlock	HudUiMgrSensorBlock	src/GameZRecoil/zHud/zhud_ui.h:1788	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudUiTextInput	HudUiTextInput	src/GameZRecoil/zHud/zhud_ui.h:1818	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudUiOwnedTextInput	HudUiOwnedTextInput	src/GameZRecoil/zHud/zhud_ui.h:1870	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudUiChatComposeTextInput	HudUiChatComposeTextInput	src/GameZRecoil/zHud/zhud_ui.h:1891	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudUiNumericTextInput	HudUiNumericTextInput	src/GameZRecoil/zHud/zhud_ui.h:1902	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudUiNetGameSetupTextInput	HudUiNetGameSetupTextInput	src/GameZRecoil/zHud/zhud_ui.h:1933	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudUiNetGameSetupOverlayOwner	HudUiNetGameSetupOverlayOwner	src/GameZRecoil/zHud/zhud_ui.h:1939	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudUiClampedIntTextInput	HudUiClampedIntTextInput	src/GameZRecoil/zHud/zhud_ui.h:1962	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudUiClampedIntStepButton	HudUiClampedIntStepButton	src/GameZRecoil/zHud/zhud_ui.h:1980	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudUiSlot	HudUiSlot	src/GameZRecoil/zHud/zhud_ui.h:2000	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudUiMgrObjectiveBlock	HudUiMgrObjectiveBlock	src/GameZRecoil/zHud/zhud_ui.h:2022	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudUiTransitionTextPanel	HudUiTransitionTextPanel	src/GameZRecoil/zHud/zhud_ui.h:2046	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudUiMgrReticleMapCache	HudUiMgrReticleMapCache	src/GameZRecoil/zHud/zhud_ui.h:2067	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudUiMgrMessageSelectionState	HudUiMgrMessageSelectionState	src/GameZRecoil/zHud/zhud_ui.h:2073	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudLoadingCheckpointTable	HudLoadingCheckpointTable	src/GameZRecoil/zHud/zhud_ui.h:2078	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudUiMgrData	HudUiMgrData	src/GameZRecoil/zHud/zhud_ui.h:2098	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudUiFlashPanel	HudUiFlashPanel	src/GameZRecoil/zHud/zhud_ui.h:2233	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudUiCompositePanel	HudUiCompositePanel	src/GameZRecoil/zHud/zhud_ui.h:2266	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudFontStyle	HudFontStyle	src/GameZRecoil/zHud/zhud_ui.h:2336	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudUiBackground	HudUiBackground	src/GameZRecoil/zHud/zhud_ui.h:2352	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudCmdSimpleWidget	HudCmdSimpleWidget	src/GameZRecoil/zHud/zhud_ui.h:2397	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudCmdNextSetButton	HudCmdNextSetButton	src/GameZRecoil/zHud/zhud_ui.h:2408	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudCmdPrevSetButton	HudCmdPrevSetButton	src/GameZRecoil/zHud/zhud_ui.h:2420	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudCmdNextCommandButton	HudCmdNextCommandButton	src/GameZRecoil/zHud/zhud_ui.h:2432	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudCmdPrevCommandButton	HudCmdPrevCommandButton	src/GameZRecoil/zHud/zhud_ui.h:2444	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudCmdResetButton	HudCmdResetButton	src/GameZRecoil/zHud/zhud_ui.h:2456	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudCmdSetListWidget	HudCmdSetListWidget	src/GameZRecoil/zHud/zhud_ui.h:2468	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudCmdDialog	HudCmdDialog	src/GameZRecoil/zHud/zhud_ui.h:2485	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudUiOptionsPanelBackButton	HudUiOptionsPanelBackButton	src/GameZRecoil/zHud/zhud_ui.h:2543	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudUiOptionsPanel_Lighting	CHudUiOptionsPanelLighting	src/GameZRecoil/zHud/zhud_ui.h:2555	class/interface	renamed	Same-engine default / inferred	Inferred class spelling: constructor/virtual evidence and documented class-prefix default; preserve class model.
HudUiOptionsPanel_Perspective	CHudUiOptionsPanelPerspective	src/GameZRecoil/zHud/zhud_ui.h:2570	class/interface	renamed	Same-engine default / inferred	Inferred class spelling: constructor/virtual evidence and documented class-prefix default; preserve class model.
HudUiOptionsPanel_FullHud	CHudUiOptionsPanelFullHud	src/GameZRecoil/zHud/zhud_ui.h:2585	class/interface	renamed	Same-engine default / inferred	Inferred class spelling: constructor/virtual evidence and documented class-prefix default; preserve class model.
HudUiOptionsPanel_ObjectDetail	CHudUiOptionsPanelObjectDetail	src/GameZRecoil/zHud/zhud_ui.h:2599	class/interface	renamed	Same-engine default / inferred	Inferred class spelling: constructor/virtual evidence and documented class-prefix default; preserve class model.
HudUiOptionsPanel_TextureMemory	CHudUiOptionsPanelTextureMemory	src/GameZRecoil/zHud/zhud_ui.h:2614	class/interface	renamed	Same-engine default / inferred	Inferred class spelling: constructor/virtual evidence and documented class-prefix default; preserve class model.
HudUiOptionsPanel_Effects	CHudUiOptionsPanelEffects	src/GameZRecoil/zHud/zhud_ui.h:2629	class/interface	renamed	Same-engine default / inferred	Inferred class spelling: constructor/virtual evidence and documented class-prefix default; preserve class model.
HudUiOptionsPanel_SoundActive	CHudUiOptionsPanelSoundActive	src/GameZRecoil/zHud/zhud_ui.h:2644	class/interface	renamed	Same-engine default / inferred	Inferred class spelling: constructor/virtual evidence and documented class-prefix default; preserve class model.
HudUiOptionsPanel_SoundQuality	CHudUiOptionsPanelSoundQuality	src/GameZRecoil/zHud/zhud_ui.h:2659	class/interface	renamed	Same-engine default / inferred	Inferred class spelling: constructor/virtual evidence and documented class-prefix default; preserve class model.
HudUiOptionsPanel_SoundVolume	CHudUiOptionsPanelSoundVolume	src/GameZRecoil/zHud/zhud_ui.h:2674	class/interface	renamed	Same-engine default / inferred	Inferred class spelling: constructor/virtual evidence and documented class-prefix default; preserve class model.
